"Tweet"
"Super Mario Bros. Released 33 years ago today on the Famicom Disk System!

#retrogaming #retrogames #GamersUnite #gaming #nintendo #SuperMario #SuperMarioBros https://t.co/MGo8NYOccD"
"So yeah #Samsung has just unveiled the $2000 #GalaxyFold, and it doesn’t even include a GaMe! Cute attempt Samsung but maybe next, I think #Nintendo has you beat! £129.99 https://t.co/eNT3uiyp1V"
"After 15 Years as President of #Nintendo of America Reggie Fils-Aime is retiring in April 2019 and Nintendo USA will be taken over, ironically by President Bowser... Doug Bowser of course. Who were you thinking of? https://t.co/y9rvPeYbFS"
"<f0><U+009F><U+0091><U+00A6><f0><U+009F><U+008F><U+00BB>I used to play with my friends after school
<f0><U+009F><U+0091><U+00A8><f0><U+009F><U+008F><U+00BB><U+200D><f0><U+009F><U+0092><U+00BC> Now we play after work 

<f0><U+009F><U+0098><U+00B1> I feel so Cranky Kong!!!

#gamer #gamerlife #nintendo #supersmashbros #n64 @ Santiago, Chile https://t.co/ikv9z98ekh"
"Doug......Bowser Has Gained Control Of #Nintendo<f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082> https://t.co/KH7h2KJuy2"
"The new guy that with be running #Nintendo of America name is Doug Bowser. Bowser?? Really Nintendo?? Watch out mario, luigi, toad, and princess peach/toadstool. https://t.co/hRACTddi34"
"Reggie, *sigh* you just had to do that didn't you been a fave ive been recognizing since I was a child...no words but *1* sentence
Thank you Reggie.
#Reggie #ThankYouReggie #Nintendo"
"I can't believe he is retiring, you were an amazing president reggie, thanks for making Nintendo such an amazing company #Nintendo https://t.co/QMqXFoa96T"
"Thanks for being such a good sport Reggie. You helped make Nintendo fun. My body may be ready, but my heart isn't. But I know Nintendo in America is in good hands with Bowser #Nintendo https://t.co/y4SkA1JdNX"
"Thank you for everything, Reggie. #ThankYouReggie #Nintendo https://t.co/xTLOefcguU"
"Reggie is retiring. Whaaaa?!

#Nintendo #NintendoSwitch #Reggie https://t.co/HUnTk2XFhi"
"#thankyoureggie Reggie if I ever meet you. I’m giving you hug. Thank you for your service at Nintendo and enjoy retirement #thankyou #Nintendo https://t.co/hqLGoFi28c"
"Man, Reggie has been the president of NoA ever since I’ve been a fan of the company! He’s left a huge impact on Nintendo as well as the industry and will definitely be missed. I’m sure @thetruebowser will carry us forward with flying colours! Congrats to both <f0><U+009F><U+0091><U+008F> #Nintendo"
"The game... was fun.

Thank you Reggie.

#Nintendo"
"#Bowser #Nintendo ""A Man named 'Bowser' is now the boss of Nintendo of America"" ---- God help us all..."
"Sad to hear the ceo of Nintendo is retiring. Brought a good 25 plus years to the people. Im happy that he's happy to be with the fam now. And knowing being a fan is just as great as a Nintendo worker. #Nintendo you will always still bring happiness to peoples homes. Thank you"
"Great guy

“My name is Reggie. I’m about kickin’ ass, I’m about takin’ names, and we’re about makin’ games.”

#Nintendo #NintendoSwitch https://t.co/Z4NORZX46E"
"Reggie is retiring?
It truly is the end of an era...
Can we get an o7 in the chat?
#Nintendo https://t.co/YdpzJy7tAq"
"Holy fuck, Bower's in charge of #Nintendo now? God help us all

https://t.co/wBbLffWT73"
"- THIS is passion
- THIS is building a community of fans
- THIS is love for the job
- THIS is someone who listened and gave back to the fans
- THIS is what gaming is all about

<f0><U+009F><U+00A4><U+009E><f0><U+009F><U+008F><U+00BB> Hoping one day I can look back and know that I’ve made a similar impact!

#Nintendo #Gaming #Gamer https://t.co/yXWBUBaLAU"
"It looks like Bowser captured them #Nintendo #NintendoSwitch https://t.co/yp0pVgGL8G"
"Puppet Reggie #Reggie #Nintendo #NintendoSwitch https://t.co/eSEfSkiG7A"
"Goodbye Reggie you are the amazing president of Nintendo of America you'll be my heart and the meme community one of my favorite quotes from you is I going to kick your a** #Nintendo #Reggie #NintendoSwitch"
"The Legend Of Zelda And Famicom Disk System Are 33 Years Old Today [NintendoLife] #nintendo #gaming https://t.co/wiKWks0das"
"Reggie Fils-Aime Is Retiring After 15 Notable Years At Nintendo of America [NintendoLife] #nintendo #gaming https://t.co/Nd3XloO7pn"
"Beyond Enemy Lines Looks To Capture The Feel Of Classic Call Of Duty [NintendoLife] #nintendo #gaming https://t.co/0RTdtlWXNL"
"Assault Android Cactus Finally Blasts Onto Nintendo's eShop This March [NintendoLife] #nintendo #gaming https://t.co/33f5elPEv9"
"The Legend Of Zelda And The Famicom Disk System Are 33 Years Old Today [NintendoLife] #nintendo #gaming https://t.co/liuZ2fRlYk"
"Nintendo Download: 21st February (Europe) [NintendoLife] #nintendo #gaming https://t.co/vDuHMTJ0Xl"
"Face Personal Demons In YUMENIKKI -DREAM DIARY- Today On Switch [NintendoLife] #nintendo #gaming https://t.co/XC9lw4PYdK"
"Nintendo Download: 21st February (North America) [NintendoLife] #nintendo #gaming https://t.co/o8qY2J76Jm"
"Rhythm Game VOEZ Gets Updated With Yet Another Bunch Of Free Tracks [NintendoLife] #nintendo #gaming https://t.co/8KsabCX46B"
"HAL Laboratory Celebrates Its 39th Anniversary With A Cute BOXBOY Comic [NintendoLife] #nintendo #gaming https://t.co/cB1FTtbefy"
"Guilty Gear 20th Anniversary Edition Punches Its Way Onto Switch In May [NintendoLife] #nintendo #gaming https://t.co/pqiSfsINDO"
"Trials Rising On Switch Doesn't Rise Up To The Challenge Of Its Rivals [NintendoLife] #nintendo #gaming https://t.co/ZCUXvf9d4A"
"This man has given Nintendo such a strong and positive personality among gaming culture and has always felt like the front line when it comes to keeping Nintendo relevant and making sure they are still loved by millions. Thank you Reggie, for everything #Nintendo #ReggieFilsaime https://t.co/BP1OrFIBCc"
"haha Bowser's in charge #Nintendo https://t.co/aWnNLh7Ssl"
"Thank you for all the hard work, and dedication, you've given to the gaming community. We're sad to see you go but so glad we were able to have you. Keep playing on Reggie! #Nintendo https://t.co/8tm8xwUKUU"
"Transition will occur in April #Nintendo https://t.co/u5421JYSYr"
"@NintendoAmerica #ThankYouReggie Our Bodies will always be ready. Legend. #Nintendo  <U+2764><U+FE0F><f0><U+009F><U+008E><U+00AE> https://t.co/xvjCx4Xyis"
"#Mario Kart (#Nintendo #N64) cartridge #retrogaming #ebay <f0><U+009F><U+0094><U+00A5><f0><U+009F><U+0094><U+0097>https://t.co/MxhD9lECWO https://t.co/Govg4bG8BL"
"Disney’s Darkwing Duck On #Nintendo - #NES - Boxed #retrogaming #ebay <f0><U+009F><U+0094><U+00A5><f0><U+009F><U+0094><U+0097>https://t.co/O0Y3aAmICT https://t.co/Kkm5ceLoVx"
"#Nintendo Game Super Metroid #retrogaming #ebay <f0><U+009F><U+0094><U+00A5><f0><U+009F><U+0094><U+0097>https://t.co/HGcSHc8zSM https://t.co/mIYTZJeoi6"
"Club #Nintendo Banana M Trophy Brand New Inc Box  1653/2592 - 2013J. #Mario Kart #retrogaming #ebay <f0><U+009F><U+0094><U+00A5><f0><U+009F><U+0094><U+0097>https://t.co/n1sEWvfN7i https://t.co/9RGhXnp6bK"
"#Nintendo #Gameboy COLOR WITH RECIPT Atomic Purple COMPLETE IN BOX LOT 2 #retrogaming #ebay <f0><U+009F><U+0094><U+00A5><f0><U+009F><U+0094><U+0097>https://t.co/Hcsv2Ho58D https://t.co/YuAdStvFWH"
"Splatoon Pearl and Marina amiibo, Off the Hook Set, #Nintendo, Brand New #retrogaming #ebay <f0><U+009F><U+0094><U+00A5><f0><U+009F><U+0094><U+0097>https://t.co/hzZ1KMs2jS https://t.co/PkNikm8pvX"
"Off the Hook Amiibo. Pearl and Marina, Splatoon Collection #Nintendo. Without Box #retrogaming #ebay <f0><U+009F><U+0094><U+00A5><f0><U+009F><U+0094><U+0097>https://t.co/JtlyPsgwrM https://t.co/wRLAeDKzwJ"
"Super #Mario Bros On #Nintendo - #NES - Boxed #retrogaming #ebay <f0><U+009F><U+0094><U+00A5><f0><U+009F><U+0094><U+0097>https://t.co/tq1pQdMTVJ https://t.co/t7CTEPCLZC"
"#Nintendo Promo VHS The King of The Jungle: Donkey Kong Country boxed #retrogaming #ebay <f0><U+009F><U+0094><U+00A5><f0><U+009F><U+0094><U+0097>https://t.co/AZSE0I1btf https://t.co/C29nvdfzTu"
"#Nintendo #NES Game . ROBOCOP 2. BOXED AND COMPLETE UKVS.V.G.C ALL ORIGINAL #retrogaming #ebay <f0><U+009F><U+0094><U+00A5><f0><U+009F><U+0094><U+0097>https://t.co/3zbqJIIuM9 https://t.co/IoDqNcxp5b"
"Amiibo Bayonetta NO 61 Super Smash Bros. #Nintendo Brand new in box player 1 #retrogaming #ebay <f0><U+009F><U+0094><U+00A5><f0><U+009F><U+0094><U+0097>https://t.co/TZWqdoxc83 https://t.co/suBtrh9Te1"
"It's the end of an era win Reggie retiring. I'm happy to have been able to experience it! #Nintendo"
"Bowsers rule confirmed #Nintendo @NintendoAmerica https://t.co/5xQFxvR2gF"
"NO NOT REGGIE!!!!<f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD> #Nintendo #Reggie https://t.co/Y9qVxAR453"
"Reggie announced retirement, which begs the question: Is Bowser's body ready? #Nintendo @NintendoAmerica"
"Noooooo
I was not ready for this

THIS IS SUCH A BUMMER

But life must go on, sadly

REGGIE, I HOPE YOU TAKE THE BEST GOSHDARN TIME WITH YOUR FAMILY, YOU FREAKING HELPED THIS FUN COMPANY A LOT AND PUT SMILES ON MILLIONS OF KIDS AND ADULTS FACES
#Reggie #Nintendo https://t.co/cS7FRHae8O"
"Thank you so much Reggie and Congratuation Bowser! #NintendoOfAmerica P.S. About Bowser's Joke. Honestly, I want some game that can control ""Bowser"" as hero and make a brand-new more badass enemy from another clan. #Nintendo"
"So wait, Reggie is stepping down, and BOWSER is taking over? 

#peakresistance #nintendo https://t.co/BEcZ0WUZk0"
"What an amazing two decades. Thanks for the awesome memories Reggie! #Nintendo #Regginator https://t.co/2zBpDUMwKn"
"Congrats to Reggie Fils-Aime, who is retiring from @NintendoAmerica after leading the company to stratospheric success with the #Nintendo #Switch. You will be missed. You and @XboxP3 are the most charismatic of the gaming leadership. Always leave on a high-note. #farewell"
"Thank you Mr. Reggienator! #nintendo"
"Sad to hear about Reggie's retirement, will be a loss but hopefully Doug Bowser can continue the great work

#Nintendo

Nintendo of America’s Reggie Fils-Aime to Retire: Doug Bowser Named New President | Business Wire https://t.co/trkkOYMatA"
"Why Nintendo Abandoned Its Plans to Make You Healthier by @WinWinIrwin https://t.co/gCOu5f1VKS #Gaming #Nintendo #Tech #Health #VideoGames #Fitness"
"No...Reggie. My body isn't ready. You will be missed as President of Nintendo of America! Good luck in the future Nintendo Fan! #Nintendo #Reggie https://t.co/0R5gCT1GwF"
"The Legend of Zelda (NES) births 33 today, Happy birthday for the first Zelda game!
I've finished defeating Ganondorf.
#zelda33 #tloz33 #thelegendofzelda #legendofzelda #nes #nintendo #gamingversary #tlozlink #zelda https://t.co/nH9fylsASV"
"The new president of Nintendo of America is Bowser?! Mario can’t be happy. #nintendo https://t.co/mtKFrQ0fJW"
"@NintendoAmerica Fare thee well Reggie, wishing you only success and happiness. #goodbyereggie #Nintendo"
"Thank you, Reggie. #Nintendo https://t.co/emTGdpO1Mb"
"Well Reggie, I hope you enjoy your well deserved retirement and thank you for all you’ve done!
#Nintendo"
"Reggie's substitute name is Doug Bowser? 
BOWSER? Really #Nintendo ? <f0><U+009F><U+00A4><U+0094>
#videogame #gamedev"
"Thank You Reggie for giving @OfficialCND (Alex CND) the best moment of his life.

#ThankYouReggie #Nintendo https://t.co/7It9zupBfM"
"Sad to hear that Reggie is retiring in two months. He helped deliver the best games for all Nintendo fans and newcomers. I’m going to miss him terribly. Have a nice retirement, Reggie.
#Nintendo #NintendoSwitchForever!!!!!!!!!!!! https://t.co/txcAhSvi6i"
"“DS not only changes Nintendo, it changes our industry.""

#ThankYouReggie #Nintendo https://t.co/wqUCA7N02T"
"It’s not just where you can take your game; it's where your game can take you.

#ThankYouReggie #Nintendo https://t.co/9txwFA9ING"
"Kind of bummed that the Haitian-American CEO of #Nintendo is retiring, but I'm glad the new CEO's name is Bowser."
"This is hilarious tho! Lol I love it #Nintendo #Bowser https://t.co/WLnvIjlGwG"
"Hasta pronto, Reggie #nintendo <f0><U+009F><U+0098><U+008E><U+2764><U+FE0F> https://t.co/GYibInumnr"
"#ValentinesDay Treats <f0><U+009F><U+0098><U+008D><f0><U+009F><U+008E><U+0081><f0><U+009F><U+008D><U+00B0><f0><U+009F><U+008E><U+0088>

#StyleSavvy #GirlsMode #nintendo #nintendo3ds #3ds #ootd #OutfitOfTheDay #ClassicRed #black #heart #blazer #FashionBlogger #HappyValentinesDay

<f0><U+009F><U+009B><U+008D><U+FE0F> ""Style Savvy: Fashion Forward"" available @ https://t.co/9euMKWHVkV https://t.co/WUhTN2omCD"
"Thank you Reggie <f0><U+009F><U+0098><U+008A> #Nintendo https://t.co/FTpPathWTl"
"My body wasn't ready to hear this! Congrats on retirement though Reggie!
#nintendo https://t.co/B33jMbZw0Q"
"thanks for all these years in #Nintendo Thanks for your passion for video games! Love and respect #Reggie https://t.co/bIPmv6nrx8"
"The new president is named Doug Bowser. It almost feels like a meme! #nintendo #thankyouReggie https://t.co/cfSf9m206k"
"Bowser has taken over #Nintendo as president.
I think this was his plan all along"
"@NintendoAmerica Hey Reggie, can your swan song from Nintendo be to release Mother 3 on switch here? It's 2019, people can handle it's raunchy humor and bad puns. Just slap a ""Rated T"" for teen on it! #Nintendo #Reggie #Mother3 #EarthBound #Lucas #SmashBros #SmashBrosUltimate https://t.co/yHbHOvNzNA"
"To retire from a job you love with everything is a true testiment to the happiness you have brought so many. I hope we’ll see you around in the future, but we’ll miss your direct involvement with #Nintendo. Happy (future) retirement, #Reggie!"
"I'm a wwe fan so when I hear Reggie is retiring I can hear in my head thank you Reggie chants #nintendo"
"In other news, Bowser will soon be the President of Nintendo of America. May he and his underlings reign supreme! Guess he won after all in the end?

#NintendoSwitch #nintendo #SwitchCorps @NintendoAmerica https://t.co/DxlLW7RmD7"
"Quite a shock to #Nintendo fans (myself included) to learn that Reggie will be retiring. He’s been the face of Nintendo along with the late Satoru Iwata, and he will be missed. I do wish him well with retirement and the best for Doug Bowser who will succeed him. https://t.co/FssGht2Zmh"
"Thanks for everything Reggie. Master of so many gaming memories and one of the ultimate showmen. #Nintendo

If Bowser doesn't make a series of Bowser games in the next 15 years and spawn an alternate reality then the Koopas should leave him. Best of luck! https://t.co/7D5dQOHgvs"
"Man its sad that Reggie is retiring but I look forward to what he does next which I hope is still video games. To the new person thats coming in I wish him all the best. But man I’ll miss Reggie. Good luck on your new adventures. #nintendo"
"""My body is ready"" #Nintendo https://t.co/UwkOyxsE86"
"Hahaha, I bet Mario is pretty scared of being put in a game where Bowser gets Peach and beats Mario.

#Nintendo #bowser #byeReggie #SockitMario #Mario"
"@NintendoAmerica It's rare to feel sad when the president of a company leaves. But #Nintendo is not simply a company and you were not simply just another president. Thank you for everything, Reggie! Everyone in the video games industry is thankful!

#Reggie #reggiefilsaime #ReggieFilsAime"
"It's rare to feel sad when the president of a company leaves. But #Nintendo is not simply a company and you were not simply just another president. Thank you for everything, Reggie! Everyone in the video games industry is thankful!

#Reggie #reggiefilsaime #ReggieFilsAime https://t.co/JKBxpjMOOb"
"#ThankyouReggie #Doug #Dougbowser #Nintendo Say good bye to all your Mario games <f0><U+009F><U+0098><U+009E>. https://t.co/jWYebWIVKX"
"So I'm just learning that the president and COO of #Nintendo in America is an American of Haitian descent, #Reggie Fils-Aimé... on the day he announces his retirement. 

We do spot the names, though. Went directly to Wiki. LOL. https://t.co/mI2lf15lY4"
"Still can't believe Reggie is retiring, its going to be sad not seeing him in any more directs, hope you have a good life from here on out Reggie, thanks for the good times. #Nintendo #reggie"
"Remember when Reggie said the Game Boy Advance SP was a breakthrough of technology :P #nintendo"
"@vgdunkey In Memoriam video for Reggy? #Nintendo"
"Dealmaster: Take $15 off a trio of popular #Nintendo Switch games #ArsTechnica https://t.co/99TDJNOe32 @arstechnica https://t.co/ZXqRuMjsG1"
"#Nintendo Switch eShop update lets you try Pokemon before you buy #SlashGear https://t.co/Z8wO0tAYxY @slashgear https://t.co/6W7PliHbtp"
"Thank you for all the smiles you gave us all these years you will always be our president in our hearts #ThankYouReggie #Nintendo"
"Thank you so much Reggie for not only being a great president of #Nintendo of America, but also for being an inspiration to all of us Nintendo fans to keep being ourselves, hopefully your body will always be Reggie and good luck in your future endeavors! https://t.co/mk1JVR3xz3"
"I'm happy that Reggie is able to retire in good spirits. I hope he has a nice new life, and that everything goes well for him and his family. He deserves at after the many years of joy he's brung all of us. Thank you. #Reggie #Nintendo"
"They just picked him because of the surname, didn't they? I hope 'Bowser' won't be kidnapping any princesses! #Nintendo https://t.co/eqbxmtZLrS"
"The #Regginator even dropped a video<f0><U+009F><U+0098><U+00AD> Da feels!!!<f0><U+009F><U+0098><U+00AD> Godspeed, Reggie! You're one of greatest! I will never forget your service for the big N. The King Of Games #Nintendo! https://t.co/fa7HkRWfiP"
"I've got a ton of love to give for #nintendo's Reggie Fils-Aime. I hope to see him again in a future Nintendo direct, or maybe even come back for an E3 event!

If he toured to NC, I'd buy a ticket to meet him <f0><U+009F><U+0091><U+0080> that'd be awesome https://t.co/5fqrYjOKjq"
"Bowser taking over @NintendoAmerica ... Something doesn't feel right, #Mario...

#dougbowser #reggieFilsaimé #Nintendo https://t.co/3EmJ7uMkKh"
"Doug ‘Bowser’ is now the President &amp; ‘BOSS’ of Nintendo America <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> 

#dougbowser #nintendo #boss https://t.co/uyWeqhdzue"
"Loving this Nintendo cartridge bag from @truffleshuffle_  Perfect for gamers!

#retrocollective #retrogaming #nes #Nintendo #gaming #mario https://t.co/X2lO2VFSqv"
"After 15 years, Reggie is retiring as President of Nintendo America. We wish him all the best, and welcome Doug Bowser who will be stepping up to fill the roll in a couple months.

Yes, Bowser. Yes, we know.

Farewell Reggie, thanks for the memories! #Nintendo https://t.co/7DFpgZFkK8"
"My body wasn't ready... #nintendo #Reggie"
"We will miss you, Reggie...<U+2764><U+FE0F><U+2764><U+FE0F>
#Nintendo"
"The reason Reggie is retiring :( #nintendo https://t.co/hgBvzVLHbU"
"Beloved #Nintendo figure &amp; President of @NintendoAmerica, #ReggieFilsAime is retiring.  https://t.co/zKjp2MGrq0? https://t.co/XnMgkB9i6u"
"#ThankYouReggie for helping lead the way for the #Nintendo community! There is a reason why no matter what fancy 4k console we buy or how powerful PC we make, I always made sure to have Nintendo in my life! The last 15 years were made worth it as a Nintendo fan!!

Thank you. &lt;3 https://t.co/PjeQCOs8Si"
"#ICYMI: Nintendo of America President has announced his retirement! Here is his very emotional send off video for the #Nintendo fan in all of us! https://t.co/Y7vflSffDu"
"We swear this shirt/toy combo was not planned!

#FloridaGators #Florida #Gators #KingKRool #Amiibo #NintendoDirect #Nintendo #KingKRoolAmiibo #NintendoSwitch #AngryFace #KouliKollector #SuperSmashBrosUltimate 

@NintendoAmerica @FloridaGators https://t.co/SfYPqyUN4P"
"Oh yeah! Found the Ice Climbers!

#Amiibo #NintendoDirect #Nintendo #KingKRoolAmiibo #NintendoSwitch #IceClimbers #Nintendo #KouliKollector #IceClimbersAmiibo #SuperSmashBrosUltimate 

@NintendoAmerica https://t.co/1sM9hTnNES"
"Thank you for the past 15 years! #Nintendo https://t.co/GE7zE18noD"
"I legit have a tear in my eye. Reggie is retiring from Nintendo. It's definitely going to feel different going forward. :'( #Nintendo"
"Only shigeru remains now, wow... Warm welcome to #bowser but ill sure miss this triforce #Nintendo #reggie https://t.co/aacTT3jn9K"
"I like to think I'm saying this on behalf of all the Nintendo Community: THANK YOU, REGGIE. The smiles you helped put on our faces over the past fifteen years will last a lifetime. Always remember to keep your body ready. So long, partner. #Nintendo
#ThankYouReggie"
"@NintendoAmerica @Gooch_Hairs Thank you chief #Nintendo #MushroomKingdom <f0><U+009F><U+0099><U+008F><f0><U+009F><U+008F><U+00BC>"
"Reggie kicks ass https://t.co/2oNB4HfDFa #ReggieFilsAime #MyBodyisReady #Reggie #Nintendo"
"Its @NintendoAmerica Day on the @OmataTerebi channel &amp; @Dashing_Kam  is almost done with the story in #Splatoon2. Let's finish strong!
He will be going live today @ 3:30pm ET.
https://t.co/FOdW8vdA8m
#nintendo #ps #playstation #anime #art #nintendoswitch #gamer #pokemon #Splatoon https://t.co/kjvUlX1IXq"
"#Reggie is leaving and now #Bowser is in Charge!

@thetruebowser 

 #Nintendo #NintendoSwitch https://t.co/Is16dxBXC2"
"Don't do it #Reggie !

<U+2660>#Nintendo #NintendoOfAmerica #NintendoSwitch #Mario #SuperMario https://t.co/uwBb6Mf4wd"
"A legend of our time, a president that truly loves what #Nintendo offered <f0><U+009F><U+0098><U+00AD> Good luck to Reggie to his retirement! He's earned it! https://t.co/rmCtzFc8kD"
"We will miss you reggie :( #Nintendo #NintendoSwitch https://t.co/qGGHaGkSSs"
"I played Super Smash Brothers with my brothers and sister growing up, and we still play Smash Brothers today. I’ll always be a #Nintendo fan because of that. With the news that Reggie Fils-Aime is retiring, it was just a reminder of the joy Nintendo’s brought me. Thank you Reggie"
"Reggie Fils-Aime Is Retiring on April 15

He will step down on April 15 and will be replaced by Doug Bowser.

#Nintendo #NintendoSwitch #3DS #Switch #Nintendo3DS #Wii #WiiU #Gamecube #reggiefilsaime https://t.co/hcWjrPi4J2"
"#Aragami: Shadow Edition - Launch Trailer - #Nintendo #Switch

Source: Nintendo 
https://t.co/qtB3pdzreL

#NintendoSwitch"
"Mechstermination Force - Announcement Trailer - #Nintendo #Switch

Source: Nintendo
https://t.co/Vls6WmknT6

#NintendoSwitch"
"First I take over Nintendo! Next THE MUSHROOM KINGDOM!! <f0><U+009F><U+008D><U+0084> <f0><U+009F><U+0091><U+0091> #Nintendo #reggie #RIP https://t.co/BY4EXqlFuk"
"Bowser wins at Nintendo #Nintendo"
"#SuperMario RPG: Legend of the Seven Stars (#SuperNES, CIB) #eBay #Nintendo
<U+23F0> Ends in 4h
<f0><U+009F><U+0092><U+00B2> Last Price USD 78.00
<f0><U+009F><U+0094><U+0097> https://t.co/2zHjQPbntw https://t.co/5XlVEFKxif"
"#Nintendo #GameBoymicro Special 20th Anniversary Edition Red &amp; Gold Handheld #eBay
<U+23F0> Ends in 5h
<f0><U+009F><U+0092><U+00B2> Last Price USD 201.20
<f0><U+009F><U+0094><U+0097> https://t.co/WQTeVG000W https://t.co/Ysn3Lpb3nJ"
"#NintendoSwitch Super Smash Bros Ultimate-Edition Konsole #eBay #Nintendo
<U+23F0> Ends in 5h
<f0><U+009F><U+0092><U+00B2> Last Price EUR 311.00
<f0><U+009F><U+0094><U+0097> https://t.co/sEbsh4muth https://t.co/lsRJtKfxRS"
"#Nintendo New #3DS XL Bundle with 5 Games and Case - #Mario Kart - #Pokemon #eBay
<U+23F0> Ends in 5h
<f0><U+009F><U+0092><U+00B2> Last Price USD 117.50
<f0><U+009F><U+0094><U+0097> https://t.co/7yIoSDbeQ9 https://t.co/YfQq6tqnbx"
"#Nintendo2DS Blue &amp; Black Handheld System #eBay #Nintendo
<U+23F0> Ends in 4h
<f0><U+009F><U+0092><U+00B2> Last Price GBP 16.00
<f0><U+009F><U+0094><U+0097> https://t.co/jlsIIkkt4m https://t.co/ymA1O8LXI6"
"Pre-owned - #Mario Kart 8 Deluxe (#NintendoSwitch, 2017) #eBay #Nintendo
<U+23F0> Ends in 5h
<f0><U+009F><U+0092><U+00B2> Last Price USD 37.55
<f0><U+009F><U+0094><U+0097> https://t.co/cD42SC6nxE https://t.co/q3Q3jX5GsB"
"#NintendoSwitch with The Legend of #Zelda Breath of the Wild #eBay #Nintendo
<U+23F0> Ends in 5h
<f0><U+009F><U+0092><U+00B2> Last Price USD 235.50
<f0><U+009F><U+0094><U+0097> https://t.co/UrbwlIrjnR https://t.co/bzqIk7qnow"
"#NintendoSwitch Neon Red/Blue Bundle Immaculate Condition!! #eBay #Nintendo
<U+23F0> Ends in 5h
<f0><U+009F><U+0092><U+00B2> Last Price GBP 311.00
<f0><U+009F><U+0094><U+0097> https://t.co/z5vMub3mIW https://t.co/1Ezph2wMwa"
"#NintendoSwitch - Blu/Rosso Neon + #Mario Odyssey + T-Shirt N Switch + Stickers #eBay #Nintendo
<U+23F0> Ends in 5h
<f0><U+009F><U+0092><U+00B2> Last Price EUR 233.00
<f0><U+009F><U+0094><U+0097> https://t.co/ZgcaMOywwz https://t.co/csu5tU0LGU"
"NEW #NINTENDO Black DMG-01 #GameBoy Console Case Collectable Bundle Pack 47822 #eBay
<U+23F0> Ends in 5h
<f0><U+009F><U+0092><U+00B2> Last Price GBP 265.00
<f0><U+009F><U+0094><U+0097> https://t.co/P4uscjj1vs https://t.co/IFlbdcTUZx"
"#NintendoSwitch Bundle with #Pokemon Let's Go #Pikachu Plus More #eBay #Nintendo
<U+23F0> Ends in 5h
<f0><U+009F><U+0092><U+00B2> Last Price USD 287.00
<f0><U+009F><U+0094><U+0097> https://t.co/2LTis6EuRk https://t.co/gKdH5c4uch"
